9.760000000000000000e+02,5.930000000000000000e+02
7.060000000000000000e+02,5.910000000000000000e+02
1.084000000000000000e+03,5.830000000000000000e+02
8.110000000000000000e+02,5.790000000000000000e+02
1.166000000000000000e+03,5.770000000000000000e+02
6.510000000000000000e+02,5.760000000000000000e+02
5.920000000000000000e+02,5.730000000000000000e+02
1.223000000000000000e+03,5.700000000000000000e+02
1.025000000000000000e+03,5.620000000000000000e+02
9.110000000000000000e+02,5.610000000000000000e+02
7.550000000000000000e+02,5.580000000000000000e+02
1.287000000000000000e+03,5.570000000000000000e+02
5.360000000000000000e+02,5.560000000000000000e+02
1.343000000000000000e+03,5.470000000000000000e+02
8.540000000000000000e+02,5.390000000000000000e+02
1.124000000000000000e+03,5.370000000000000000e+02
6.980000000000000000e+02,5.360000000000000000e+02
9.650000000000000000e+02,5.310000000000000000e+02
1.068000000000000000e+03,5.250000000000000000e+02
6.350000000000000000e+02,5.220000000000000000e+02
1.185000000000000000e+03,5.210000000000000000e+02
1.244000000000000000e+03,5.170000000000000000e+02
5.800000000000000000e+02,5.140000000000000000e+02
9.010000000000000000e+02,5.070000000000000000e+02
8.000000000000000000e+02,5.060000000000000000e+02
1.017000000000000000e+03,5.060000000000000000e+02
1.316000000000000000e+03,5.030000000000000000e+02
7.420000000000000000e+02,5.000000000000000000e+02
6.710000000000000000e+02,4.850000000000000000e+02
8.520000000000000000e+02,4.830000000000000000e+02
1.106000000000000000e+03,4.820000000000000000e+02
9.430000000000000000e+02,4.760000000000000000e+02
6.190000000000000000e+02,4.750000000000000000e+02
1.054000000000000000e+03,4.740000000000000000e+02
1.271000000000000000e+03,4.740000000000000000e+02
1.217000000000000000e+03,4.670000000000000000e+02
1.159000000000000000e+03,4.660000000000000000e+02
1.347000000000000000e+03,4.590000000000000000e+02
7.720000000000000000e+02,4.550000000000000000e+02
5.670000000000000000e+02,4.530000000000000000e+02
7.140000000000000000e+02,4.490000000000000000e+02
8.940000000000000000e+02,4.430000000000000000e+02
8.230000000000000000e+02,4.420000000000000000e+02
6.520000000000000000e+02,4.330000000000000000e+02
1.302000000000000000e+03,4.330000000000000000e+02
1.118000000000000000e+03,4.270000000000000000e+02
9.460000000000000000e+02,4.240000000000000000e+02
1.043000000000000000e+03,4.200000000000000000e+02
1.188000000000000000e+03,4.160000000000000000e+02
7.490000000000000000e+02,4.070000000000000000e+02
1.347000000000000000e+03,4.070000000000000000e+02
1.250000000000000000e+03,4.060000000000000000e+02
6.020000000000000000e+02,4.050000000000000000e+02
7.990000000000000000e+02,3.980000000000000000e+02
5.420000000000000000e+02,3.960000000000000000e+02
9.890000000000000000e+02,3.960000000000000000e+02
8.530000000000000000e+02,3.950000000000000000e+02
6.950000000000000000e+02,3.910000000000000000e+02
9.120000000000000000e+02,3.840000000000000000e+02
1.085000000000000000e+03,3.800000000000000000e+02
1.302000000000000000e+03,3.780000000000000000e+02
1.146000000000000000e+03,3.720000000000000000e+02
6.440000000000000000e+02,3.700000000000000000e+02
1.034000000000000000e+03,3.680000000000000000e+02
1.207000000000000000e+03,3.600000000000000000e+02
5.790000000000000000e+02,3.540000000000000000e+02
1.360000000000000000e+03,3.520000000000000000e+02
7.430000000000000000e+02,3.510000000000000000e+02
9.560000000000000000e+02,3.500000000000000000e+02
8.160000000000000000e+02,3.460000000000000000e+02
1.261000000000000000e+03,3.430000000000000000e+02
8.750000000000000000e+02,3.400000000000000000e+02
6.820000000000000000e+02,3.310000000000000000e+02
1.004000000000000000e+03,3.310000000000000000e+02
1.106000000000000000e+03,3.250000000000000000e+02
1.310000000000000000e+03,3.250000000000000000e+02
1.052000000000000000e+03,3.240000000000000000e+02
6.210000000000000000e+02,3.190000000000000000e+02
1.168000000000000000e+03,3.160000000000000000e+02
1.222000000000000000e+03,3.060000000000000000e+02
5.690000000000000000e+02,3.050000000000000000e+02
7.780000000000000000e+02,2.960000000000000000e+02
9.650000000000000000e+02,2.950000000000000000e+02
1.271000000000000000e+03,2.920000000000000000e+02
8.410000000000000000e+02,2.890000000000000000e+02
7.190000000000000000e+02,2.870000000000000000e+02
9.040000000000000000e+02,2.870000000000000000e+02
1.075000000000000000e+03,2.820000000000000000e+02
6.620000000000000000e+02,2.800000000000000000e+02
1.021000000000000000e+03,2.800000000000000000e+02
1.132000000000000000e+03,2.720000000000000000e+02
1.321000000000000000e+03,2.710000000000000000e+02
1.188000000000000000e+03,2.650000000000000000e+02
6.110000000000000000e+02,2.590000000000000000e+02
1.238000000000000000e+03,2.550000000000000000e+02
7.500000000000000000e+02,2.440000000000000000e+02
6.950000000000000000e+02,2.370000000000000000e+02
8.070000000000000000e+02,2.370000000000000000e+02
9.790000000000000000e+02,2.350000000000000000e+02
8.660000000000000000e+02,2.340000000000000000e+02
1.283000000000000000e+03,2.320000000000000000e+02
9.210000000000000000e+02,2.310000000000000000e+02
1.092000000000000000e+03,2.310000000000000000e+02
1.038000000000000000e+03,2.280000000000000000e+02
1.157000000000000000e+03,2.220000000000000000e+02
1.208000000000000000e+03,2.170000000000000000e+02
6.470000000000000000e+02,1.990000000000000000e+02
7.700000000000000000e+02,1.880000000000000000e+02
1.252000000000000000e+03,1.870000000000000000e+02
7.010000000000000000e+02,1.860000000000000000e+02
8.900000000000000000e+02,1.840000000000000000e+02
1.120000000000000000e+03,1.840000000000000000e+02
1.065000000000000000e+03,1.830000000000000000e+02
8.320000000000000000e+02,1.810000000000000000e+02
1.009000000000000000e+03,1.810000000000000000e+02
9.470000000000000000e+02,1.800000000000000000e+02
1.181000000000000000e+03,1.750000000000000000e+02
1.221000000000000000e+03,1.440000000000000000e+02
7.300000000000000000e+02,1.390000000000000000e+02
1.094000000000000000e+03,1.390000000000000000e+02
1.144000000000000000e+03,1.380000000000000000e+02
9.800000000000000000e+02,1.340000000000000000e+02
9.090000000000000000e+02,1.310000000000000000e+02
1.042000000000000000e+03,1.310000000000000000e+02
7.920000000000000000e+02,1.290000000000000000e+02
8.510000000000000000e+02,1.230000000000000000e+02
1.185000000000000000e+03,1.080000000000000000e+02
9.510000000000000000e+02,9.100000000000000000e+01
1.078000000000000000e+03,9.000000000000000000e+01
1.006000000000000000e+03,8.800000000000000000e+01
1.136000000000000000e+03,8.400000000000000000e+01
8.180000000000000000e+02,8.100000000000000000e+01
8.850000000000000000e+02,7.800000000000000000e+01
9.770000000000000000e+02,4.600000000000000000e+01
9.270000000000000000e+02,4.300000000000000000e+01
